Age,Gender,City,Education_Level,Income,J_ds,Grade,churn,inc_rating,t_b_v,income_increase,Reporting_year,Reporting_moth,Reporting_day,Dofj_year,Dofj_moth,Dofj_day
30.0,1.0,6,0,108768,1,3,1,1,76430.0,0,2019,5,1,2017,6,19
37.0,0.0,6,1,46131,1,1,0,1,169662.86,0,2020,12,1,2020,12,6
34.0,0.0,6,1,84637,3,3,1,0,0.0,0,2020,12,1,2020,6,9
36.0,0.0,6,0,73273,2,2,0,0,0.0,0,2020,5,1,2020,3,1
27.0,0.0,6,2,43322,1,1,1,0,190067.5,0,2019,8,1,2018,1,21
30.0,0.0,6,2,62042,2,2,1,0,0.0,0,2019,11,1,2019,10,24
32.0,1.0,6,1,58943,1,2,1,0,548040.83,0,2019,12,1,2016,11,25
31.0,1.0,16,0,50210,3,3,0,0,0.0,0,2020,12,1,2020,11,28
27.0,0.0,16,0,105510,3,3,0,0,0.0,0,2020,12,1,2020,11,15
43.0,0.0,16,2,56243,2,2,0,1,255167.5,0,2020,12,1,2020,3,5
35.0,0.0,16,1,59656,2,2,0,0,976749.58,0,2020,12,1,2017,10,16
29.0,0.0,13,0,44820,2,2,0,0,0.0,0,2020,12,1,2020,10,18
36.0,0.0,13,1,25894,3,3,0,0,0.0,0,2020,2,1,2019,12,30
29.0,1.0,13,1,57476,3,3,1,0,97682.0,0,2019,9,1,2019,5,26
35.0,0.0,13,0,63181,1,3,1,0,468930.0,0,2019,9,1,2017,11,7
34.0,0.0,13,1,54288,2,2,1,0,310105.83,0,2020,8,1,2019,8,31
42.0,0.0,13,1,87182,3,3,1,0,0.0,0,2020,4,1,2019,8,12
23.0,0.0,13,2,69449,2,2,1,0,0.0,0,2020,7,1,2020,12,6
35.0,0.0,13,2,35024,1,2,0,0,369259.58,0,2020,12,1,2016,4,26
32.0,0.0,29,2,22913,1,1,0,0,0.0,0,2020,12,1,2020,11,21
37.0,1.0,29,1,18285,1,1,1,0,128863.33,0,2019,3,1,2018,11,30
47.0,1.0,29,1,123216,1,4,0,0,1416963.75,0,2020,12,1,2016,11,28
31.0,1.0,29,1,28308,1,1,0,1,505811.76,0,2020,12,1,2019,7,29
39.0,1.0,29,0,85693,1,3,1,0,352744.55,0,2019,11,1,2017,5,23
24.0,1.0,29,1,87853,1,1,1,0,955050.0,0,2020,12,1,2020,4,25
36.0,0.0,29,1,107149,3,3,0,0,0.0,0,2020,12,1,2020,1,11
26.0,0.0,29,0,18544,2,2,0,0,250044.29,0,2020,1,1,2019,5,7
36.0,0.0,29,1,45071,2,2,1,0,0.0,0,2020,8,1,2020,11,7
30.0,0.0,29,2,75986,3,3,0,1,970423.89,0,2020,12,1,2019,8,7
30.0,0.0,29,0,51600,2,2,1,0,0.0,0,2020,2,1,2019,10,28
37.0,1.0,29,1,63587,2,2,1,1,259837.14,0,2020,12,1,2020,9,6
30.0,1.0,29,2,70816,2,2,1,0,180660.0,0,2020,7,1,2019,11,28
31.0,0.0,29,1,38990,2,2,1,0,137395.0,0,2020,7,1,2019,6,13
35.0,1.0,29,2,23182,1,1,1,0,0.0,0,2020,6,1,2020,5,4
41.0,1.0,29,2,82503,3,3,1,0,79176.67,0,2020,8,1,2019,12,21
36.0,1.0,29,1,42314,2,2,0,1,480100.0,0,2020,12,1,2020,6,14
49.0,0.0,29,2,76195,1,2,1,0,465849.29,0,2020,2,1,2015,10,12
41.0,0.0,29,2,100303,3,3,1,0,0.0,0,2020,5,1,2020,6,4
31.0,0.0,29,1,54209,2,2,0,0,405250.0,0,2020,12,1,2020,7,17
35.0,0.0,10,1,75467,3,3,1,0,143396.43,0,2020,10,1,2019,8,30
40.0,1.0,10,0,72265,2,3,0,1,1533590.83,1,2020,12,1,2018,11,27
31.0,0.0,10,1,40253,2,2,1,0,324850.59,0,2020,5,1,2018,11,11
36.0,1.0,10,0,84961,2,3,0,1,1584507.92,0,2020,12,1,2015,10,15
32.0,1.0,19,2,48639,2,2,1,0,0.0,0,2020,2,1,2019,10,12
26.0,1.0,19,2,92670,3,3,0,0,63900.0,0,2020,12,1,2020,10,30
33.0,0.0,19,2,60252,2,2,1,0,616508.57,0,2019,7,1,2015,5,28
32.0,0.0,1,2,50434,2,2,1,0,535397.0,0,2019,10,1,2015,8,11
33.0,0.0,1,2,29689,1,1,1,0,238690.0,0,2019,5,1,2018,10,8
37.0,0.0,1,0,34849,2,2,1,0,0.0,0,2019,1,1,2018,8,29
34.0,1.0,1,1,30951,2,2,1,0,91296.0,0,2020,4,1,2019,6,12
36.0,0.0,1,0,49614,2,2,1,0,88358.57,0,2020,1,1,2019,6,30
39.0,0.0,1,1,62810,3,3,0,1,185460.0,0,2020,12,1,2020,8,21
29.0,0.0,1,2,63080,3,3,0,0,0.0,0,2020,12,1,2020,12,12
27.0,0.0,1,2,62232,1,1,1,0,0.0,0,2020,8,1,2020,4,14
30.0,0.0,1,2,46600,2,2,1,0,371075.45,0,2020,9,1,2019,11,11
24.0,0.0,1,1,17676,1,1,1,0,220357.14,0,2019,7,1,2019,1,13
40.0,1.0,1,0,78647,3,3,0,0,366840.0,0,2020,12,1,2020,2,6
32.0,1.0,1,1,81547,3,3,1,0,0.0,0,2020,12,1,2020,11,10
33.0,0.0,1,1,49914,3,3,1,0,0.0,0,2020,9,1,2020,5,15
25.0,0.0,1,1,45531,2,2,0,0,153540.0,0,2020,12,1,2020,4,12
30.0,0.0,1,2,66017,2,2,1,0,201024.0,0,2020,3,1,2019,10,31
31.0,0.0,1,2,42395,1,1,1,0,0.0,0,2019,2,1,2018,5,10
33.0,1.0,1,0,31787,2,2,1,0,0.0,0,2020,4,1,2020,2,3
30.0,0.0,1,2,56133,1,1,0,0,0.0,0,2020,12,1,2020,11,16
41.0,0.0,1,2,55115,2,2,0,0,0.0,0,2020,12,1,2020,12,12
32.0,1.0,1,2,26850,2,2,1,0,117162.86,0,2020,2,1,2019,8,8
41.0,0.0,11,1,114358,2,4,0,0,1437296.25,0,2020,12,1,2013,1,11
39.0,0.0,11,2,59166,1,1,1,0,529442.35,0,2020,5,1,2018,5,23
29.0,1.0,11,2,113120,1,3,1,0,429498.75,0,2019,8,1,2015,8,16
31.0,1.0,11,0,42601,1,1,1,0,0.0,0,2019,10,1,2019,7,20
40.0,1.0,11,0,32446,1,1,0,0,0.0,0,2020,12,1,2020,12,14
36.0,1.0,11,2,64187,3,3,0,0,0.0,0,2020,12,1,2020,11,12
28.0,0.0,11,0,70740,1,2,1,0,133015.71,0,2019,7,1,2018,9,5
33.0,0.0,11,2,67113,2,2,1,0,97110.0,0,2020,3,1,2019,12,13
34.0,0.0,1,0,63298,3,3,0,1,391908.33,0,2020,12,1,2020,2,1
38.0,1.0,1,0,55313,3,3,1,0,104688.0,0,2019,10,1,2019,9,6
27.0,0.0,1,2,80746,1,2,1,0,329664.44,0,2019,9,1,2018,7,20
32.0,0.0,1,2,42588,1,1,1,1,90536.67,0,2019,12,1,2019,7,21
42.0,1.0,1,0,58747,1,1,0,0,643336.67,0,2020,12,1,2018,3,6
36.0,0.0,1,1,83969,3,3,0,0,0.0,0,2020,12,1,2020,7,12
29.0,0.0,1,1,66179,2,2,0,0,413620.0,0,2020,12,1,2019,12,12
41.0,0.0,1,0,63636,2,2,1,0,490438.0,0,2019,5,1,2018,1,30
41.0,1.0,1,2,52632,1,1,1,0,50535.0,0,2019,2,1,2018,3,10
47.0,0.0,1,0,53383,2,2,1,0,80908.33,0,2020,1,1,2019,8,8
40.0,1.0,1,0,88813,1,4,0,1,713918.33,0,2020,12,1,2014,11,7
33.0,1.0,1,1,58199,2,2,1,0,0.0,0,2020,11,1,2020,9,8
37.0,0.0,1,1,121419,1,4,1,0,2040167.14,0,2020,2,1,2015,7,26
30.0,1.0,1,1,56035,1,2,1,0,717214.21,0,2020,7,1,2018,2,20
31.0,0.0,1,0,21212,1,1,1,0,30032.0,0,2019,12,1,2019,8,15
46.0,0.0,1,1,22019,2,2,1,1,207622.86,0,2020,12,1,2020,5,30
30.0,0.0,1,1,40409,2,2,1,0,0.0,0,2020,3,1,2019,9,26
28.0,1.0,1,1,45871,2,2,0,0,344667.27,0,2020,12,1,2020,11,2
33.0,1.0,1,1,77903,3,3,1,1,367014.0,0,2020,11,1,2020,10,7
36.0,0.0,1,2,113038,2,4,1,0,382411.67,0,2020,6,1,2015,6,21
34.0,0.0,1,1,39131,1,1,1,0,50925.0,0,2019,2,1,2018,11,30
23.0,0.0,27,1,70731,2,2,1,0,0.0,0,2020,6,1,2020,4,4
33.0,1.0,27,0,29584,2,2,1,0,0.0,0,2020,12,1,2020,8,15
35.0,0.0,27,0,83524,2,2,1,0,0.0,0,2020,8,1,2020,9,5
37.0,1.0,27,0,87661,1,3,1,0,668231.54,0,2020,1,1,2016,4,26
37.0,0.0,27,1,75541,2,2,1,0,84025.0,0,2020,10,1,2020,5,17
23.0,0.0,29,2,26151,1,1,1,0,224358.0,0,2019,5,1,2019,5,1
38.0,0.0,29,0,45269,1,1,1,0,189320.0,0,2019,2,1,2018,3,7
32.0,1.0,29,2,40295,1,1,1,0,21001.67,0,2020,1,1,2019,8,24
36.0,1.0,14,1,91602,2,4,1,0,0.0,0,2019,9,1,2019,6,20
30.0,1.0,14,2,122941,3,3,0,1,450088.57,0,2020,12,1,2020,7,6
47.0,0.0,14,0,29151,1,1,1,0,127320.0,0,2019,7,1,2019,9,2
30.0,1.0,14,0,35803,2,2,0,0,1119183.33,0,2020,12,1,2020,9,28
24.0,1.0,14,0,34497,2,2,1,0,-161287.5,0,2019,4,1,2018,7,12
37.0,0.0,14,0,28575,1,1,1,0,69637.14,0,2019,7,1,2018,8,12
37.0,1.0,14,1,93000,1,3,0,1,637445.42,0,2020,12,1,2015,7,23
37.0,1.0,13,0,52753,2,2,1,0,0.0,0,2020,4,1,2020,1,20
32.0,0.0,13,2,19791,1,1,1,0,0.0,0,2019,1,1,2018,10,16
33.0,1.0,13,2,134302,1,4,1,1,1823323.89,0,2020,8,1,2019,3,23
37.0,0.0,26,0,75133,3,3,1,0,0.0,0,2020,7,1,2020,4,14
36.0,1.0,26,1,93822,3,3,0,0,0.0,0,2020,12,1,2020,8,14
22.0,1.0,26,0,39442,1,2,1,0,347323.75,0,2019,8,1,2018,7,7
32.0,0.0,26,0,94770,2,2,1,0,0.0,0,2019,1,1,2018,8,8
38.0,0.0,24,0,55443,1,2,1,0,369502.86,0,2019,7,1,2018,3,7
32.0,0.0,24,0,61069,2,2,1,0,634360.0,0,2019,3,1,2018,4,6
31.0,0.0,24,0,94945,2,4,1,0,64438.57,0,2020,9,1,2013,12,10
32.0,0.0,24,0,50863,1,1,1,0,50120.0,0,2019,2,1,2018,10,19
39.0,1.0,24,2,44241,2,2,0,0,83716.67,0,2020,12,1,2020,9,10
36.0,1.0,24,2,31954,1,1,1,0,0.0,0,2019,2,1,2018,9,23
25.0,0.0,24,1,23745,1,1,1,0,246244.62,0,2020,11,1,2019,5,11
31.0,0.0,10,1,57266,1,2,0,0,874034.58,1,2020,12,1,2018,6,16
32.0,0.0,10,1,47988,3,3,0,0,183338.33,0,2020,12,1,2020,6,28
34.0,1.0,10,0,43463,1,1,1,1,299757.5,0,2020,8,1,2017,8,7
35.0,1.0,10,0,51725,2,2,1,0,580596.67,0,2019,12,1,2017,10,9
50.0,1.0,10,0,73308,1,2,0,0,723733.75,0,2020,12,1,2016,5,27
37.0,0.0,10,0,45342,3,3,1,0,0.0,0,2019,3,1,2019,5,1
31.0,0.0,28,2,34868,1,1,1,0,38731.43,0,2020,3,1,2019,9,13
32.0,1.0,28,2,22680,1,1,1,0,181165.0,0,2019,2,1,2018,8,21
51.0,0.0,28,1,38502,1,1,1,0,1032020.0,0,2019,4,1,2018,10,29
29.0,0.0,6,0,28565,1,1,1,0,102366.67,0,2019,3,1,2018,6,16
42.2,1.0,6,1,41382,2,2,1,0,150624.44,0,2019,9,1,2018,7,11
28.0,0.0,6,1,55857,2,2,0,0,0.0,0,2020,12,1,2020,4,9
41.0,1.0,28,1,101179,3,3,0,0,744419.17,0,2020,12,1,2018,5,6
31.0,0.0,28,0,43831,2,2,1,0,0.0,0,2020,11,1,2020,7,31
36.0,1.0,28,1,108997,3,3,0,1,668563.12,0,2020,12,1,2019,8,30
36.0,1.0,28,1,39104,1,1,1,0,0.0,0,2019,11,1,2019,8,8
47.0,0.0,28,1,33883,1,2,1,0,476970.0,0,2020,10,1,2018,10,21
49.0,0.0,28,1,58807,2,2,1,0,246733.33,0,2019,3,1,2018,11,7
36.0,0.0,28,2,44326,1,1,1,0,382192.0,0,2019,10,1,2018,9,21
38.0,0.0,19,0,65995,3,3,1,0,0.0,0,2020,4,1,2019,12,14
30.0,0.0,19,1,72974,3,3,0,0,0.0,0,2020,12,1,2020,12,15
26.0,1.0,19,2,45234,1,1,1,0,0.0,0,2019,12,1,2019,12,9
46.0,0.0,19,0,18512,1,1,1,0,264395.0,0,2019,8,1,2016,1,28
25.0,0.0,19,0,30136,1,1,1,0,0.0,0,2019,10,1,2019,1,9
25.0,0.0,19,2,60391,1,1,1,0,152295.71,0,2019,12,1,2019,5,30
25.0,1.0,19,2,20379,1,1,1,0,0.0,0,2020,9,1,2020,8,30
28.0,1.0,19,2,39854,2,2,1,0,0.0,0,2020,11,1,2020,7,8
30.0,0.0,19,0,46117,2,2,0,0,0.0,0,2019,12,1,2019,10,14
34.0,1.0,19,2,55630,2,2,1,0,0.0,0,2020,1,1,2019,11,14
34.0,1.0,19,1,47484,1,1,1,0,101193.33,0,2019,3,1,2018,10,19
31.0,1.0,20,2,70339,2,2,1,0,0.0,0,2020,2,1,2020,2,1
25.0,0.0,20,2,60056,2,2,1,1,359868.18,0,2019,11,1,2018,8,5
49.0,0.0,23,0,21646,1,2,0,0,549891.67,0,2020,12,1,2016,7,1
29.0,0.0,23,2,61371,1,1,1,0,188380.0,0,2020,10,1,2020,4,5
33.0,1.0,23,0,67236,3,3,1,0,0.0,0,2020,2,1,2020,1,20
31.0,0.0,23,1,20245,2,2,1,0,0.0,0,2019,1,1,2018,7,14
37.0,1.0,23,2,37285,1,1,1,0,-101180.0,0,2019,1,1,2018,10,16
29.0,1.0,27,0,59393,3,3,1,1,612468.89,0,2020,7,1,2019,1,11
36.0,1.0,27,1,75765,3,3,0,1,862338.57,0,2020,12,1,2019,7,11
39.0,1.0,22,0,23823,1,1,1,0,1617697.5,0,2019,8,1,2018,10,22
27.0,0.0,22,2,42607,1,1,0,0,113035.0,0,2020,12,1,2020,5,9
32.0,0.0,22,0,36846,1,2,1,0,104526.0,0,2019,5,1,2018,7,5
34.0,1.0,10,2,70330,3,3,1,0,183031.67,0,2020,8,1,2020,4,3
45.0,1.0,28,0,87153,1,4,1,0,452382.14,0,2020,2,1,2015,7,30
23.0,1.0,28,2,69972,1,1,1,1,70540.0,0,2020,10,1,2020,1,5
36.0,1.0,28,1,100893,3,3,1,0,87220.0,0,2020,10,1,2020,8,5
29.0,0.0,28,2,40688,2,2,1,0,0.0,0,2020,4,1,2020,2,13
53.0,0.0,28,0,24923,1,1,0,0,967952.5,0,2020,12,1,2018,9,29
36.0,1.0,28,0,93093,1,3,1,0,297727.14,0,2019,7,1,2017,11,7
40.0,1.0,28,2,83025,2,3,0,0,1080990.83,0,2020,12,1,2015,5,29
44.0,0.0,21,1,58803,1,2,0,0,777241.25,0,2020,12,1,2016,4,25
30.0,1.0,14,1,74402,3,3,1,0,163956.67,0,2020,9,1,2020,12,4
35.0,1.0,14,2,24634,1,1,1,0,0.0,0,2019,3,1,2019,9,1
25.0,1.0,9,2,31392,1,1,1,0,0.0,0,2020,6,1,2020,5,23
41.0,1.0,9,0,70478,3,3,1,0,0.0,0,2020,7,1,2019,10,31
37.0,0.0,9,0,27483,1,1,0,0,200020.0,0,2020,12,1,2020,11,28
26.0,0.0,9,0,17253,1,1,1,0,0.0,0,2019,9,1,2019,1,6
31.0,0.0,9,0,43996,1,2,0,0,1081313.33,0,2020,12,1,2014,8,29
33.0,0.0,9,2,99893,3,3,1,0,0.0,0,2020,6,1,2020,3,30
30.0,0.0,9,1,29492,2,2,0,1,425535.33,0,2020,12,1,2019,10,19
35.0,0.0,9,0,50799,2,2,1,0,45822.86,0,2020,12,1,2020,5,6
34.0,1.0,9,1,85685,3,3,0,1,229440.0,0,2020,12,1,2020,7,31
39.0,1.0,9,2,107936,3,3,0,1,704821.43,0,2020,12,1,2020,12,6
42.0,1.0,9,2,35996,1,1,1,0,0.0,0,2019,2,1,2018,12,14
37.0,0.0,9,1,45278,1,1,1,0,0.0,0,2019,1,1,2018,8,12
40.0,0.0,9,1,48483,1,1,0,0,0.0,0,2020,12,1,2020,10,30
31.0,0.0,9,0,46679,2,2,1,0,0.0,0,2019,12,1,2019,11,7
42.0,0.0,9,2,74516,1,2,1,0,919037.5,0,2019,4,1,2016,5,13
45.0,0.0,9,2,59526,2,2,1,0,0.0,0,2019,1,1,2018,5,10
26.0,0.0,9,1,20785,1,1,1,0,127382.0,0,2019,5,1,2018,9,17
38.0,0.0,9,0,83350,3,3,1,0,0.0,0,2020,12,1,2020,9,28
26.0,0.0,9,2,61982,3,3,1,0,100910.0,0,2019,2,1,2018,11,30
52.0,0.0,9,0,47194,1,2,1,0,282594.29,0,2019,7,1,2016,1,25
47.0,0.0,22,0,90484,1,3,0,0,932850.83,0,2020,12,1,2015,7,23
23.0,1.0,22,1,30461,1,1,1,0,507470.0,0,2019,5,1,2018,3,8
38.0,1.0,22,1,33721,1,1,1,0,69494.0,0,2020,1,1,2019,9,22
31.0,1.0,22,1,28297,1,1,1,0,1072510.0,0,2020,10,1,2019,4,10
32.0,0.0,16,2,60185,2,2,1,0,277465.0,0,2019,4,1,2019,5,1
28.0,1.0,16,2,41620,1,1,1,1,287511.25,0,2020,2,1,2019,7,21
36.0,0.0,12,2,49277,2,2,1,0,0.0,0,2020,12,1,2020,9,28
40.0,1.0,12,0,72118,3,3,0,0,186378.33,0,2020,12,1,2020,6,30
31.0,0.0,12,1,60672,3,3,0,0,61824.0,0,2020,12,1,2020,7,31
29.0,0.0,28,2,53058,1,2,1,0,976682.5,0,2020,4,1,2018,5,20
28.0,0.0,28,1,49031,1,1,1,0,140882.22,0,2019,9,1,2016,11,12
35.0,0.0,13,1,60797,3,3,0,0,0.0,0,2020,12,1,2020,4,8
43.0,1.0,13,1,119806,1,4,0,0,1281477.5,0,2020,12,1,2015,6,12
31.0,0.0,13,1,61823,2,2,0,0,1348925.83,0,2020,12,1,2020,4,1
46.0,0.0,9,1,52083,1,1,0,1,275630.0,0,2020,12,1,2019,7,20
32.0,0.0,9,2,39502,2,2,1,0,384897.5,0,2019,4,1,2017,12,25
31.0,0.0,9,1,69418,1,3,1,0,212121.67,0,2019,6,1,2016,1,5
37.0,0.0,15,2,46134,1,1,1,0,106780.0,0,2019,2,1,2018,5,18
28.0,0.0,20,0,40654,2,2,1,0,276210.0,0,2019,7,1,2017,10,21
32.0,0.0,20,0,37617,1,1,1,0,206606.0,0,2019,5,1,2018,2,6
23.0,1.0,20,1,36811,2,2,0,1,238500.0,0,2020,12,1,2020,5,5
28.0,1.0,20,2,56016,1,1,1,0,0.0,0,2020,4,1,2019,11,28
38.0,1.0,17,2,127070,2,3,1,0,182960.0,0,2019,9,1,2018,12,1
29.0,0.0,17,0,58277,1,1,1,0,64773.33,0,2019,3,1,2018,12,28
28.0,0.0,17,0,11706,1,1,1,0,114092.0,0,2019,5,1,2018,8,24
31.0,0.0,17,0,58588,2,2,1,0,84892.0,0,2019,5,1,2018,11,18
30.0,1.0,17,0,58540,1,1,1,0,0.0,0,2019,2,1,2018,10,8
31.0,0.0,17,2,87810,2,2,1,0,96480.0,0,2020,11,1,2020,3,5
23.0,0.0,17,1,33831,1,1,1,0,0.0,0,2020,3,1,2019,11,29
41.0,1.0,17,0,65464,3,3,1,0,182665.56,0,2020,5,1,2019,8,29
34.0,1.0,17,1,120188,1,4,1,0,1894071.36,0,2020,10,1,2013,9,27
31.0,0.0,17,2,76776,2,2,1,0,138787.5,0,2020,10,1,2020,11,7
39.0,0.0,17,0,50281,3,3,1,0,0.0,0,2020,10,1,2020,6,24
29.0,1.0,17,2,30930,1,1,0,1,544133.12,0,2020,12,1,2019,8,29
26.0,0.0,17,0,60396,3,3,0,0,294463.33,0,2020,12,1,2020,9,28
32.0,0.0,17,2,87047,3,3,0,0,36334.0,0,2020,12,1,2020,3,8
47.0,1.0,17,2,82704,1,2,1,1,239810.0,0,2019,6,1,2015,10,15
41.0,1.0,17,2,57869,2,2,1,0,266496.67,0,2019,9,1,2015,9,17
32.0,1.0,17,2,32652,2,2,0,0,0.0,0,2020,12,1,2020,9,27
38.0,0.0,17,1,22245,3,3,1,1,100000.0,0,2019,10,1,2019,12,7
38.0,0.0,17,0,25106,1,1,1,0,0.0,0,2020,11,1,2020,6,20
27.0,1.0,17,2,79926,3,3,1,0,184651.25,0,2020,7,1,2019,12,24
27.0,1.0,17,2,24582,1,1,1,0,0.0,0,2020,6,1,2020,9,5
27.0,0.0,15,2,48868,1,1,0,0,0.0,0,2020,12,1,2020,11,17
25.0,1.0,15,1,27607,1,1,1,0,0.0,0,2019,8,1,2019,5,8
26.0,0.0,15,2,63844,2,2,1,0,0.0,0,2020,9,1,2020,6,14
24.0,0.0,15,0,20363,1,1,0,0,0.0,0,2020,12,1,2020,12,18
28.0,0.0,17,2,20101,1,1,1,0,0.0,0,2019,1,1,2018,9,22
45.0,0.0,17,1,68434,2,3,0,0,1030992.5,1,2020,12,1,2014,7,11
30.0,0.0,17,0,17000,1,1,0,1,224334.0,0,2020,12,1,2020,7,31
28.0,0.0,17,0,41705,1,1,1,0,270849.17,0,2020,10,1,2019,11,16
38.0,1.0,17,2,51680,2,2,1,1,505857.37,0,2020,7,1,2018,8,18
39.0,1.0,22,2,32263,3,3,1,0,0.0,0,2020,7,1,2020,4,20
37.0,1.0,22,2,135414,1,4,0,0,1547324.17,0,2020,12,1,2016,4,27
31.0,0.0,22,1,21543,3,3,1,0,51037.5,0,2020,2,1,2019,11,11
45.0,0.0,22,1,138069,2,4,0,1,1110280.0,0,2020,12,1,2015,5,7
32.0,0.0,22,2,62748,2,2,1,0,0.0,0,2019,10,1,2019,8,9
38.0,1.0,22,1,49443,3,3,1,0,40700.0,0,2020,11,1,2020,6,19
34.0,0.0,22,1,93121,2,3,0,0,760343.33,0,2020,12,1,2015,5,14
34.0,0.0,22,2,76198,2,3,1,0,952663.64,0,2019,11,1,2013,11,10
37.0,1.0,21,2,52668,2,2,1,0,0.0,0,2020,11,1,2020,7,17
28.0,0.0,21,2,37278,1,1,1,0,546005.0,0,2020,6,1,2018,9,5
42.2,1.0,21,1,35462,1,2,0,0,620817.08,1,2020,12,1,2018,7,1
34.0,1.0,26,2,77483,1,2,0,1,611517.08,0,2020,12,1,2016,4,30
37.0,1.0,9,1,92940,3,3,0,0,197960.0,0,2020,12,1,2020,9,8
33.0,0.0,9,2,70772,2,2,1,0,125000.0,0,2019,2,1,2018,5,26
32.0,0.0,22,2,92713,2,2,0,1,1232985.0,0,2020,12,1,2020,11,9
33.0,0.0,22,1,52553,3,3,0,1,866633.57,0,2020,12,1,2019,12,11
37.0,1.0,22,0,47696,2,2,1,0,125765.0,0,2020,6,1,2019,12,30
28.0,0.0,4,2,45330,1,1,1,0,43960.0,0,2019,5,1,2018,7,13
32.0,0.0,4,1,80290,2,2,1,0,0.0,0,2020,1,1,2019,8,18
27.0,0.0,4,1,24932,1,1,1,0,0.0,0,2020,5,1,2019,12,27
29.0,1.0,4,0,69071,2,2,1,0,0.0,0,2020,5,1,2020,3,30
37.0,0.0,4,2,82503,3,3,1,0,386893.85,0,2020,12,1,2019,11,30
34.0,0.0,4,0,104966,3,3,1,0,0.0,0,2020,5,1,2019,7,18
46.0,0.0,4,2,76467,2,3,1,0,369803.33,0,2019,9,1,2013,9,27
29.0,0.0,4,0,26253,1,1,0,0,79360.0,0,2020,12,1,2020,9,15
41.0,0.0,4,2,68596,1,3,1,0,498852.5,0,2019,4,1,2016,4,25
36.0,1.0,4,0,55834,2,2,1,0,149168.57,0,2019,7,1,2018,10,12
33.0,0.0,4,2,101638,3,3,0,1,124657.14,0,2020,12,1,2020,2,6
29.2,0.0,4,2,55648,1,1,1,0,386105.0,0,2020,10,1,2016,11,21
26.0,0.0,25,1,67149,1,1,0,1,434896.0,0,2020,12,1,2020,7,31
40.0,0.0,25,1,52480,2,2,1,0,0.0,0,2019,2,1,2018,7,27
29.0,0.0,25,1,51837,1,1,1,0,163161.25,0,2020,7,1,2019,11,30
26.0,1.0,2,0,42768,1,1,0,0,595790.83,0,2020,12,1,2018,5,27
38.0,0.0,2,0,31540,3,3,0,0,209863.75,0,2020,12,1,2020,2,5
40.0,0.0,6,0,84873,3,3,1,0,30132.0,0,2020,11,1,2020,6,28
36.0,0.0,6,1,47594,1,1,1,0,0.0,0,2019,8,1,2018,10,22
24.0,1.0,6,2,55551,1,1,1,0,-48480.0,0,2019,2,1,2018,5,14
35.0,1.0,6,1,35079,2,2,1,0,72400.0,0,2020,9,1,2020,4,14
26.0,1.0,6,1,60417,1,1,1,0,0.0,0,2020,2,1,2019,10,28
30.0,0.0,26,2,49521,1,1,1,0,117505.0,0,2019,6,1,2019,1,13
35.0,1.0,26,2,62637,2,2,1,0,431156.0,0,2019,5,1,2018,10,10
35.0,0.0,26,1,94519,2,2,1,0,0.0,0,2020,12,1,2020,8,31
35.0,0.0,26,0,89854,3,3,0,1,510652.0,0,2020,12,1,2020,7,31
37.0,0.0,26,2,60905,1,1,1,0,0.0,0,2020,6,1,2020,5,4
39.0,0.0,26,0,96750,2,4,0,0,2099270.42,0,2020,12,1,2014,6,27
31.0,1.0,26,2,45720,1,1,1,0,660038.0,0,2019,10,1,2018,3,1
31.0,1.0,26,0,36118,1,1,1,0,518346.67,0,2020,9,1,2018,10,2
37.0,0.0,26,1,77831,1,3,0,0,769705.42,0,2020,12,1,2015,7,23
41.0,1.0,26,0,56347,2,2,1,0,167892.86,0,2019,7,1,2018,1,8
24.0,1.0,26,2,30442,1,1,1,0,118796.25,0,2019,8,1,2018,9,5
26.0,0.0,26,0,73363,2,2,1,0,0.0,0,2020,7,1,2020,5,22
35.0,0.0,26,1,69794,2,2,0,1,380131.67,0,2020,12,1,2020,7,18
40.0,0.0,26,1,41591,3,3,1,0,145254.29,0,2020,12,1,2020,5,29
32.0,1.0,26,0,61413,2,2,0,0,353872.0,0,2020,12,1,2020,2,8
33.0,0.0,26,2,26592,1,1,1,0,237156.25,0,2019,8,1,2018,9,9
31.0,0.0,21,2,73245,3,3,1,0,0.0,0,2020,10,1,2020,7,13
26.0,0.0,18,2,40318,1,1,1,0,0.0,0,2020,12,1,2020,7,8
32.0,1.0,18,2,73594,3,3,1,1,1324528.57,0,2020,12,1,2020,1,6
42.0,0.0,18,0,59168,1,1,1,0,419700.0,0,2019,3,1,2018,2,6
37.0,0.0,18,1,49193,1,2,0,0,713866.67,0,2020,12,1,2016,1,29
39.0,0.0,18,2,65633,3,3,0,0,0.0,0,2020,12,1,2020,11,21
32.0,0.0,15,1,47188,1,1,1,0,193180.0,0,2019,4,1,2018,10,22
37.0,1.0,15,0,88798,1,3,0,1,845191.67,0,2020,12,1,2015,3,12
26.0,0.0,15,1,41167,1,1,1,0,0.0,0,2020,2,1,2019,8,12
40.0,0.0,15,2,153109,3,4,0,0,1735867.5,0,2020,12,1,2013,2,6
38.0,1.0,15,2,27432,1,1,1,0,323194.0,0,2019,5,1,2018,9,28
36.0,0.0,15,2,50769,1,1,1,0,100385.56,0,2020,6,1,2019,10,10
34.0,1.0,15,1,85781,3,3,0,1,353174.0,0,2020,12,1,2020,1,8
